account,sales_agent,product,lead_score
Treequote,0,GTX Plus Pro,
Umbrella Corporation,1,GTXPro,
Konex,1,MG Advanced,
Betasoloin,12,MG Advanced,
Rangreen,23,GTX Plus Basic,100.0
Zotware,24,GTX Basic,
Sumace,25,GTXPro,
Domzoom,26,MG Special,
Massive Dynamic,27,GTX Plus Basic,
Vehement Capital Partners,29,MG Advanced,
Globex Corporation,2,GTX Plus Basic,
Toughzap,2,GTXPro,
Blackzim,3,MG Advanced,
dambase,5,GTXPro,
unknow,6,GTX Plus Basic,
Sunnamplex,6,GTX Basic,
Xx-holding,6,GTX Basic,
Fasehatice,7,GTX Plus Pro,
Newex,7,GTXPro,
unknow,9,MG Special,
Blackzim,9,GTX Plus Basic,0.0
Labdrill,9,MG Special,3.0
Zoomit,16,MG Special,
Newex,19,MG Advanced,
unknow,22,MG Special,
Conecom,0,GTX Plus Pro,
Ron-tech,0,MG Advanced,99.0
Donquadtech,1,GTX Plus Pro,99.0
Kinnamplus,24,GTX Plus Pro,100.0
unknow,25,GTXPro,
Ontomedia,25,MG Special,
Statholdings,26,GTXPro,
Zotware,29,GTX Basic,
The New York Inquirer,29,MG Advanced,
Konmatfix,2,GTX Basic,1.0
Finjob,4,GTX Plus Basic,
Stanredtax,5,GTX Basic,
Warephase,5,GTX Plus Basic,
Finjob,6,GTX Basic,90.0
Konex,6,GTX Basic,
Singletechno,7,GTX Basic,2.0
unknow,9,MG Special,
Singletechno,9,GTXPro,
Genco Pura Olive Oil Company,10,GTX Plus Basic,
Sunnamplex,11,GTX Basic,1.0
Statholdings,14,GTX Basic,
Stanredtax,14,GTX Plus Basic,
Sunnamplex,16,MG Special,
Singletechno,16,MG Advanced,
Rangreen,18,MG Advanced,
Yearin,20,MG Special,
Hottechi,22,GTX Basic,0.0
Condax,22,MG Advanced,
Y-corporation,22,GTX Basic,
Codehow,0,MG Special,
Gogozoom,0,GTX Plus Basic,
Kinnamplus,1,MG Special,1.0
Kan-code,24,GTX Plus Basic,
Yearin,25,GTX Plus Basic,
Zencorporation,25,GTXPro,
Toughzap,26,GTX Plus Basic,0.0
Warephase,26,GTXPro,
Lexiqvolax,3,MG Advanced,
Treequote,5,MG Advanced,
Dalttechnology,6,GTX Basic,
Groovestreet,7,GTX Basic,
Scotfind,7,GTX Plus Basic,
Faxquote,7,GTX Basic,99.0
Hottechi,7,GTX Basic,
Labdrill,7,GTX Basic,
Sunnamplex,7,GTX Basic,100.0
Rundofase,8,GTX Basic,
Gogozoom,8,MG Special,
Scottech,10,GTX Basic,
Globex Corporation,10,MG Advanced,
dambase,13,GTX Basic,
Zencorporation,17,GTXPro,
Plusstrip,19,GTXPro,
Konex,22,GTX Basic,
Blackzim,22,GTX Basic,
Faxquote,22,GTX Basic,96.0
Y-corporation,22,GTX Plus Basic,
Statholdings,0,MG Advanced,
Scottech,0,MG Advanced,
Condax,1,GTX Basic,97.0
Ganjaflex,1,GTX Plus Basic,
Zathunicon,12,GTX Basic,
Initech,24,GTXPro,
Globex Corporation,26,GTX Plus Basic,
Rundofase,26,GTX Plus Pro,
Treequote,26,GTX Plus Pro,
Bubba Gump,27,GTXPro,100.0
Gekko & Co,27,MG Advanced,
Ganjaflex,29,MG Special,
Green-Plus,4,GTX Basic,
Goodsilron,4,GTX Plus Pro,
Goodsilron,4,MG Special,
Stanredtax,5,GTX Basic,
Cancity,5,GTX Plus Basic,
Dalttechnology,6,MG Special,
Konex,7,GTX Basic,
Labdrill,7,GTX Plus Basic,
Hatfan,7,GTX Plus Pro,
Treequote,8,MG Advanced,
unknow,9,MG Special,
Bioholding,10,GTX Plus Pro,
Zoomit,16,MG Advanced,
Kan-code,17,MG Special,
Yearin,17,GTX Basic,
Cancity,18,GTX Plus Pro,
Y-corporation,19,GTX Basic,
Silis,22,GTX Basic,
Fasehatice,22,GTX Basic,
Singletechno,22,GTXPro,
Umbrella Corporation,1,GTX Plus Basic,
unknow,24,GTX Plus Basic,
Zumgoity,26,MG Special,
Ron-tech,5,MG Advanced,
Scottech,5,GTX Basic,
Conecom,5,GTXPro,
Conecom,5,MG Advanced,100.0
Scotfind,6,GTX Basic,
Dalttechnology,7,GTX Basic,100.0
Globex Corporation,8,GTX Basic,
Globex Corporation,8,GTX Basic,
Labdrill,9,GTX Basic,
Fasehatice,11,GTXPro,
Finhigh,13,GTX Basic,
Warephase,13,MG Advanced,
Zencorporation,15,MG Special,86.0
Gekko & Co,20,GTX Plus Basic,
Hottechi,22,MG Advanced,
J-Texon,22,GTX Basic,
Treequote,0,MG Special,
Opentech,12,GTX Plus Basic,100.0
Warephase,23,MG Advanced,
Zathunicon,24,GTX Plus Basic,
Yearin,24,GTX Plus Pro,
Konex,25,GTXPro,
Gogozoom,26,GTXPro,
Hottechi,26,GTXPro,
Ron-tech,26,MG Advanced,
Initech,27,GTX Basic,0.0
Donware,27,MG Special,
Kan-code,27,MG Advanced,
Rantouch,3,GTX Plus Basic,
Kan-code,3,MG Advanced,
Singletechno,4,GTX Plus Pro,
unknow,6,GTX Plus Basic,0.0
Hottechi,7,GTX Basic,46.0
unknow,9,GTX Basic,
Nam-zim,9,MG Advanced,
Cheers,11,MG Advanced,
Inity,13,MG Advanced,
Rangreen,13,GTX Plus Basic,
Bubba Gump,15,MG Special,
Stanredtax,18,MG Special,
Xx-holding,19,GTX Plus Pro,
Hottechi,19,GTX Basic,
Umbrella Corporation,20,GTX Plus Basic,
Donware,20,MG Special,
Zencorporation,20,MG Special,
Rangreen,23,GTX Plus Basic,100.0
The New York Inquirer,24,GTX Basic,
Gekko & Co,25,GTX Plus Basic,
Stanredtax,26,GTXPro,0.0
Bioholding,26,MG Special,
Dontechi,26,GTXPro,100.0
Donware,27,MG Special,
Silis,27,GTXPro,
Opentech,29,GTX Basic,
Donquadtech,29,GTX Plus Basic,
Hatfan,3,GTX Plus Basic,93.0
Finjob,4,GTX Basic,
Conecom,5,GTX Basic,
Newex,6,GTX Basic,
Conecom,8,GTX Basic,
Toughzap,8,MG Special,
Streethex,10,GTXPro,
Dontechi,10,GTX Basic,
Ron-tech,14,GTX Plus Basic,0.0
Newex,16,MG Advanced,
Scottech,18,MG Special,
unknow,19,GTX Plus Pro,
Green-Plus,19,MG Special,
Hatfan,22,GTX Plus Pro,1.0
Xx-holding,22,GTXPro,
Isdom,0,MG Special,3.0
Toughzap,12,GTXPro,8.0
Zotware,12,GTX Plus Pro,
Streethex,23,MG Advanced,
Ganjaflex,25,GTX Plus Pro,
Kinnamplus,25,GTXPro,
Ron-tech,26,GTX Plus Basic,
Dontechi,26,GTXPro,
Streethex,26,GTXPro,
Condax,27,GTX Plus Basic,
Codehow,2,GTXPro,
Faxquote,3,MG Special,3.0
Groovestreet,3,GTX Plus Basic,
Finjob,7,GTX Basic,
Konex,7,GTX Basic,
Xx-holding,7,GTX Plus Basic,
Doncon,7,GTX Plus Pro,
Fasehatice,7,GTXPro,99.0
dambase,8,MG Special,
Globex Corporation,10,GTX Plus Pro,
Streethex,10,GTXPro,2.0
Codehow,13,GTX Plus Pro,100.0
The New York Inquirer,15,MG Advanced,
Initech,15,GTX Plus Pro,
Inity,18,MG Special,
Sumace,21,MG Special,
Dalttechnology,22,GTX Plus Pro,98.0
Stanredtax,0,MG Special,
Statholdings,23,GTX Plus Basic,
Zencorporation,24,GTXPro,
Sumace,25,GTX Plus Basic,
Stanredtax,26,GTXPro,
Zumgoity,26,MG Special,0.0
Ron-tech,26,GTXPro,
Conecom,26,MG Advanced,
Initech,27,GTX Basic,
Codehow,2,MG Special,
Cheers,3,MG Advanced,
Sonron,6,GTXPro,
Faxquote,7,GTX Basic,
Singletechno,7,GTX Basic,
Nam-zim,7,GTX Basic,
Dalttechnology,7,MG Special,95.0
Golddex,9,GTX Plus Basic,
Hottechi,10,GTX Plus Basic,
Betatech,13,GTX Basic,
Hottechi,14,GTX Plus Basic,
Vehement Capital Partners,17,GTXPro,
Isdom,18,MG Special,
Green-Plus,19,GTX Basic,
Condax,19,GTXPro,99.0
Lexiqvolax,19,MG Special,86.0
unknow,20,GTX Basic,
unknow,20,GTX Plus Basic,
Goodsilron,22,GTX Plus Pro,
dambase,0,MG Special,
Yearin,1,GTX Plus Pro,
Xx-zobam,12,GTXPro,
Plussunin,24,MG Advanced,
Rundofase,26,GTXPro,
Cancity,26,GTXPro,
Rundofase,2,GTXPro,
Stanredtax,5,GTXPro,
unknow,6,GTX Plus Basic,0.0
unknow,6,GTXPro,
Hatfan,9,GTX Basic,
Goodsilron,9,MG Special,3.0
Nam-zim,9,MG Special,
dambase,10,MG Special,
Betatech,18,MG Special,
Xx-holding,19,MG Special,
Betasoloin,20,GTX Plus Basic,
The New York Inquirer,20,MG Special,
Massive Dynamic,21,MG Special,
Kan-code,22,GTX Plus Basic,
The New York Inquirer,12,MG Advanced,
Inity,23,GTX Plus Basic,
Globex Corporation,23,MG Advanced,
Konex,24,GTX Plus Basic,
Zotware,24,MG Advanced,
Massive Dynamic,25,GTX Plus Basic,
Rangreen,26,GTXPro,
Bluth Company,27,GTX Basic,
Donware,27,GTXPro,
Singletechno,28,MG Special,
Konex,29,GTX Plus Pro,100.0
Konmatfix,2,MG Advanced,3.0
Green-Plus,3,MG Advanced,
Y-corporation,3,MG Special,
Singletechno,3,MG Advanced,100.0
Plexzap,6,GTXPro,
Groovestreet,6,MG Advanced,
Dalttechnology,7,GTX Basic,
Nam-zim,7,MG Special,
Plusstrip,7,MG Special,87.0
Funholding,8,GTX Basic,
Bioholding,10,MG Special,
Hottechi,10,MG Special,
Treequote,14,GTX Basic,1.0
Ron-tech,14,GTX Basic,
Xx-zobam,15,GTX Plus Basic,
Gekko & Co,15,MG Special,94.0
unknow,16,MG Special,
Plusstrip,16,MG Special,
Umbrella Corporation,17,GTX Plus Basic,
Initech,17,MG Special,
Doncon,19,GTX Basic,
Hottechi,19,MG Advanced,
Rantouch,19,MG Advanced,
Hottechi,0,GTX Plus Basic,
Opentech,12,GTXPro,
Acme Corporation,12,GTX Plus Basic,
Ron-tech,23,MG Special,
Kan-code,24,MG Advanced,
Konex,24,GTX Plus Basic,
Bluth Company,25,GTXPro,
Bioplex,25,GTXPro,100.0
Finhigh,26,GTXPro,1.0
Warephase,26,GTX Plus Pro,
Betatech,26,GTXPro,
Ontomedia,29,GTX Basic,1.0
Opentech,29,MG Advanced,
Hottechi,2,MG Special,
Inity,2,GTXPro,
Hottechi,3,GTX Plus Basic,
J-Texon,3,GTX Plus Pro,
unknow,4,GTX Plus Pro,
Xx-holding,4,GTX Plus Pro,
Fasehatice,4,GTXPro,100.0
Hottechi,5,GTX Plus Pro,4.0
unknow,6,GTXPro,
unknow,7,MG Advanced,0.0
Globex Corporation,8,MG Advanced,
Ron-tech,8,GTX Basic,
unknow,9,MG Special,0.0
unknow,9,MG Special,
Plexzap,9,MG Advanced,2.0
Goodsilron,9,GTX Basic,
Scottech,10,GTXPro,
unknow,11,GTX Plus Basic,0.0
Blackzim,11,GTX Basic,
Plussunin,15,MG Advanced,
Ron-tech,18,GTX Plus Basic,
Inity,18,MG Special,
Statholdings,18,MG Advanced,
J-Texon,19,GTXPro,
Rantouch,19,GTXPro,
Groovestreet,19,GTX Plus Pro,
Kan-code,21,GTXPro,
Condax,21,MG Advanced,
Dontechi,0,MG Advanced,
Gogozoom,0,MG Special,98.0
Silis,12,GTXPro,
Warephase,23,MG Advanced,
Initech,24,GTXPro,100.0
Codehow,26,GTXPro,
Stanredtax,26,GTXPro,
Cancity,2,GTX Plus Pro,
Genco Pura Olive Oil Company,2,MG Special,6.0
Stanredtax,2,MG Special,
Hatfan,3,GTX Plus Pro,
Golddex,4,GTX Plus Pro,
Newex,4,GTX Plus Pro,99.0
Fasehatice,6,GTX Basic,
Sunnamplex,6,GTX Basic,100.0
Y-corporation,11,GTX Plus Pro,
Funholding,14,GTX Plus Basic,100.0
Konex,15,GTX Plus Basic,
Konex,17,GTXPro,26.0
Green-Plus,19,MG Special,0.0
Lexiqvolax,19,MG Special,
Dalttechnology,19,MG Special,
Hatfan,22,GTX Plus Pro,
Plexzap,22,GTXPro,
dambase,0,GTX Plus Basic,
Ron-tech,0,MG Special,
Codehow,0,GTX Plus Pro,100.0
Donware,12,GTX Plus Basic,
Streethex,23,GTX Plus Basic,0.0
Genco Pura Olive Oil Company,23,MG Advanced,
Bioholding,26,GTXPro,
Statholdings,26,GTXPro,
Codehow,26,MG Special,
Xx-zobam,27,GTX Basic,
The New York Inquirer,27,GTX Plus Pro,
Konmatfix,2,MG Special,
Genco Pura Olive Oil Company,5,GTX Basic,
Doncon,6,GTX Basic,
Cheers,7,GTX Basic,
Labdrill,7,GTX Basic,99.0
Green-Plus,11,GTX Basic,0.0
Domzoom,14,MG Special,
Plussunin,15,MG Advanced,
Zathunicon,20,MG Special,
Iselectrics,21,GTXPro,
Ganjaflex,21,MG Advanced,
Zathunicon,1,GTX Basic,
Gekko & Co,1,GTX Plus Basic,100.0
Plussunin,12,GTX Plus Pro,
Domzoom,23,MG Advanced,
Kan-code,24,GTK 500,
Mathtouch,25,MG Advanced,
Rundofase,26,GTX Plus Basic,
Inity,26,GTXPro,
Finjob,28,GTX Basic,
Dalttechnology,28,MG Advanced,
Hottechi,28,MG Advanced,
Kan-code,29,GTXPro,
Cheers,4,GTXPro,
Cheers,4,MG Advanced,
Conecom,5,GTX Plus Basic,
Rantouch,9,GTX Plus Basic,
Isdom,10,GTX Plus Basic,
Streethex,10,GTX Plus Pro,99.0
Domzoom,10,MG Special,98.0
Globex Corporation,14,MG Special,
Conecom,14,GTX Plus Pro,
unknow,16,GTX Basic,
Golddex,16,MG Special,
Umbrella Corporation,17,GTX Plus Basic,
Hatfan,19,GTXPro,
Initech,12,MG Advanced,
Gekko & Co,12,GTX Plus Basic,
Dontechi,26,GTX Plus Basic,
Streethex,26,GTX Plus Basic,100.0
Inity,26,GTXPro,99.0
Isdom,26,GTXPro,
Rundofase,26,GTXPro,100.0
Silis,27,GTX Basic,
Sonron,28,GTX Plus Pro,
Ontomedia,29,GTXPro,2.0
Stanredtax,2,MG Advanced,
Rangreen,7,GTX Plus Pro,
Y-corporation,7,GTXPro,
Funholding,10,GTX Plus Basic,
Treequote,10,GTX Plus Pro,
Finhigh,18,GTX Plus Pro,
unknow,19,GTX Plus Pro,
Rantouch,19,GTXPro,
Condax,19,MG Special,
Groovestreet,22,GTX Plus Basic,
Kan-code,22,GTX Plus Basic,100.0
Mathtouch,1,GTX Plus Basic,
Silis,12,GTX Plus Pro,
Kinnamplus,12,MG Advanced,
unknow,24,MG Special,
Massive Dynamic,25,GTX Plus Basic,
Codehow,26,GTX Plus Basic,
Stanredtax,26,GTXPro,
Finjob,4,MG Advanced,100.0
Domzoom,5,GTX Plus Basic,0.0
Betatech,5,GTX Basic,
Betatech,5,GTX Plus Basic,
Fasehatice,6,MG Advanced,
Ron-tech,8,GTX Plus Basic,
Hottechi,10,GTX Basic,
Genco Pura Olive Oil Company,10,MG Advanced,1.0
Dalttechnology,11,GTX Plus Pro,
Treequote,18,MG Advanced,0.0
Cheers,19,GTX Basic,100.0
unknow,21,GTX Basic,0.0
Zoomit,22,MG Advanced,1.0
Cancity,0,MG Special,
unknow,24,GTX Basic,
Condax,25,GTX Basic,
Acme Corporation,27,GTX Basic,100.0
Scottech,2,MG Advanced,1.0
Rundofase,5,GTXPro,
Condax,9,GTX Basic,
unknow,11,MG Advanced,
Hottechi,13,GTX Basic,99.0
The New York Inquirer,20,MG Special,
Condax,22,GTX Basic,84.0
Domzoom,0,GTX Plus Basic,
Finhigh,0,MG Special,
Betasoloin,12,GTX Basic,
Hottechi,23,GTX Plus Pro,
Ontomedia,24,GTXPro,
Isdom,26,GTXPro,
Zumgoity,26,GTXPro,
Fasehatice,28,GTX Basic,
Dontechi,2,GTXPro,
Scottech,10,GTXPro,
Betatech,10,MG Advanced,
Kan-code,11,GTX Plus Pro,
Fasehatice,11,MG Special,
Conecom,14,GTX Basic,0.0
unknow,19,GTX Basic,
Blackzim,19,GTX Basic,0.0
Groovestreet,19,GTX Basic,
Sunnamplex,19,MG Advanced,
Ganjaflex,20,GTX Basic,1.0
Zencorporation,20,GTX Basic,
Gogozoom,22,GTXPro,
Rundofase,0,GTX Plus Pro,
Bioplex,1,GTXPro,
Xx-zobam,12,GTX Plus Pro,
Conecom,23,MG Advanced,
Mathtouch,24,GTX Basic,
Treequote,26,GTK 500,2.0
Finhigh,26,MG Special,
Groovestreet,28,MG Special,97.0
Hatfan,4,GTXPro,
Treequote,5,GTX Basic,
Plexzap,6,MG Special,93.0
Dontechi,8,MG Advanced,99.0
Doncon,9,GTX Basic,0.0
Isdom,10,MG Advanced,
Singletechno,11,GTX Plus Pro,98.0
Domzoom,13,GTX Basic,
Donquadtech,15,MG Advanced,
Goodsilron,16,GTX Basic,
Statholdings,18,MG Special,
Lexiqvolax,19,GTX Basic,
dambase,0,MG Special,
Gekko & Co,24,GTX Plus Basic,
Conecom,26,MG Advanced,2.0
Donquadtech,27,MG Advanced,
Cheers,28,GTK 500,
unknow,6,GTX Plus Pro,
Xx-holding,7,GTX Basic,
Y-corporation,9,GTX Basic,99.0
Statholdings,18,MG Special,
J-Texon,19,GTXPro,
Bluth Company,20,MG Special,
Rantouch,22,GTX Basic,5.0
Plusstrip,22,MG Advanced,
Gekko & Co,12,GTX Basic,
Ontomedia,24,GTX Plus Pro,
Codehow,26,MG Advanced,
Codehow,26,GTXPro,
Cancity,2,MG Advanced,
Bioholding,5,MG Special,96.0
Konex,17,MG Advanced,
Green-Plus,22,GTXPro,
Kinnamplus,12,GTXPro,
Acme Corporation,25,GTX Plus Basic,
Treequote,2,GTX Basic,
unknow,3,MG Special,
Rangreen,5,GTX Plus Basic,
Statholdings,8,MG Special,
Ganjaflex,15,GTX Plus Pro,
Konex,19,GTX Basic,
Sunnamplex,22,GTX Plus Basic,
Isdom,0,MG Special,
Condax,1,MG Advanced,
Umbrella Corporation,12,GTXPro,
Konex,12,MG Advanced,
Cancity,26,GTXPro,
Conecom,26,GTXPro,
Ganjaflex,27,GTX Basic,94.0
Plussunin,27,GTX Basic,
unknow,28,MG Special,
Finjob,28,MG Special,5.0
Ontomedia,29,GTX Plus Pro,
Condax,2,MG Advanced,
unknow,4,GTXPro,0.0
Goodsilron,6,GTX Plus Pro,
Kan-code,6,GTX Plus Pro,
Y-corporation,7,GTX Basic,
Conecom,8,GTX Plus Basic,0.0
Dalttechnology,9,MG Advanced,
Condax,15,GTX Basic,
Xx-zobam,17,GTX Plus Pro,
Kan-code,19,MG Special,0.0
unknow,21,GTX Plus Pro,
Kan-code,12,GTX Plus Basic,
Globex Corporation,23,GTX Plus Pro,
Isdom,23,GTX Plus Pro,100.0
Betatech,2,MG Special,95.0
Treequote,5,GTX Basic,
Fasehatice,6,MG Advanced,
Rantouch,11,MG Advanced,
Goodsilron,19,GTX Basic,
Xx-holding,19,GTX Plus Pro,
Lexiqvolax,19,GTX Plus Basic,
Nam-zim,19,MG Special,
unknow,20,MG Special,
Donquadtech,1,GTXPro,98.0
unknow,24,MG Special,
Condax,25,GTX Plus Basic,
Bubba Gump,27,GTX Basic,
Cancity,5,GTX Basic,
Xx-holding,6,GTX Basic,
unknow,9,GTXPro,0.0
Xx-holding,9,GTXPro,98.0
Ganjaflex,15,GTX Basic,
Sunnamplex,19,GTX Basic,
Sonron,19,GTX Basic,
Codehow,26,GTXPro,
Genco Pura Olive Oil Company,5,GTX Basic,
unknow,6,GTX Basic,
Zoomit,9,GTX Plus Basic,5.0
Treequote,10,GTXPro,98.0
Groovestreet,11,GTX Basic,
Plusstrip,11,GTX Plus Pro,
Plussunin,1,GTX Plus Pro,100.0
Inity,12,GTXPro,
Donquadtech,12,GTX Basic,
Hottechi,26,GTXPro,
Sunnamplex,4,GTX Plus Pro,
Zencorporation,7,GTXPro,4.0
unknow,9,GTXPro,0.0
Rangreen,10,GTXPro,
unknow,11,GTX Plus Pro,
Plussunin,15,GTXPro,
Konex,17,GTX Plus Pro,
unknow,22,GTX Basic,
Fasehatice,22,GTX Basic,
Betatech,0,GTX Basic,
unknow,12,MG Special,
unknow,24,MG Advanced,
Iselectrics,25,GTX Basic,
Nam-zim,28,MG Special,
Cancity,2,GTX Basic,
Gogozoom,2,MG Special,
unknow,4,GTX Plus Pro,
Sunnamplex,4,GTX Plus Basic,100.0
Plusstrip,7,GTX Plus Pro,
Dontechi,10,MG Advanced,
Massive Dynamic,15,MG Special,
Konex,15,GTX Plus Pro,
unknow,17,GTXPro,
Cancity,18,MG Special,
Opentech,20,MG Special,
Scotfind,22,MG Special,
Bluth Company,1,GTX Plus Pro,
Betatech,26,GTXPro,
Faxquote,28,GTX Plus Basic,
Konmatfix,2,MG Special,
Golddex,7,GTX Basic,
Funholding,14,GTXPro,
unknow,20,MG Special,
Stanredtax,23,GTX Plus Basic,99.0
unknow,24,GTXPro,
Konmatfix,26,GTXPro,99.0
dambase,8,GTX Basic,100.0
Bluth Company,17,MG Advanced,
Funholding,23,MG Advanced,
Genco Pura Olive Oil Company,2,GTX Plus Basic,
Treequote,5,GTXPro,
Sunnamplex,6,GTX Plus Pro,
Plusstrip,6,GTX Plus Basic,
Plexzap,7,GTX Plus Basic,99.0
Konmatfix,8,MG Special,
Warephase,10,GTX Plus Basic,
Scottech,14,GTX Plus Basic,
Bubba Gump,20,MG Special,97.0
unknow,21,GTX Plus Basic,0.0
unknow,1,GTX Basic,
Zencorporation,27,GTX Basic,
Sumace,29,GTX Plus Pro,
Kan-code,4,GTX Basic,
Goodsilron,6,GTX Basic,
Groovestreet,6,GTX Basic,
Rantouch,7,MG Advanced,
Kan-code,7,GTX Basic,
Sonron,9,MG Special,
Sunnamplex,11,MG Advanced,
Warephase,13,MG Special,
unknow,19,GTXPro,
Acme Corporation,21,GTXPro,
Acme Corporation,24,GTX Basic,
Massive Dynamic,25,GTX Plus Basic,
Ron-tech,26,GTXPro,
Lexiqvolax,7,GTX Plus Pro,
Condax,7,GTXPro,
Xx-holding,9,GTK 500,
Zathunicon,15,GTX Plus Pro,
unknow,16,MG Special,
Kinnamplus,24,GTX Plus Basic,
Betatech,26,GTX Plus Pro,
Opentech,27,GTX Plus Basic,
Treequote,5,MG Special,
Toughzap,10,GTX Plus Pro,
Genco Pura Olive Oil Company,14,GTX Plus Basic,
Codehow,18,MG Special,
Bioplex,20,MG Special,100.0
Inity,0,MG Special,
Umbrella Corporation,24,GTX Plus Basic,99.0
Streethex,26,MG Special,
Sumace,29,MG Advanced,0.0
Genco Pura Olive Oil Company,2,GTX Basic,
Lexiqvolax,7,GTX Basic,
Isdom,8,GTX Basic,99.0
Newex,9,MG Advanced,
Rangreen,10,GTX Plus Pro,
Cheers,11,GTX Plus Basic,
Kan-code,11,GTX Plus Basic,
Gogozoom,18,MG Special,
Faxquote,19,MG Special,
Mathtouch,21,MG Advanced,
Hatfan,22,GTX Plus Basic,
Plusstrip,22,GTXPro,
Zotware,1,GTX Basic,
Kinnamplus,12,GTX Basic,
Kinnamplus,25,GTX Plus Basic,
Isdom,5,GTX Basic,
Konex,6,GTX Basic,
Hottechi,6,GTXPro,
Streethex,8,GTX Basic,
unknow,11,GTX Plus Basic,
Treequote,0,GTX Plus Pro,
Cancity,25,GTX Plus Basic,
Bioplex,29,GTX Plus Pro,
Konmatfix,2,GTX Plus Basic,
Scotfind,3,MG Advanced,1.0
Y-corporation,4,GTX Basic,
Ron-tech,10,GTX Plus Basic,
Konex,15,GTX Plus Pro,2.0
Kinnamplus,20,MG Advanced,
Ganjaflex,1,GTX Plus Pro,
Condax,12,MG Advanced,
Donquadtech,12,GTX Basic,
Warephase,26,GTXPro,
dambase,26,GTXPro,100.0
Acme Corporation,27,GTXPro,
Scotfind,6,MG Special,44.0
Kan-code,6,GTXPro,
Konex,7,GTX Basic,
Kan-code,22,GTX Basic,
Hottechi,0,MG Advanced,
unknow,1,MG Advanced,
Konex,3,MG Advanced,
Konex,4,GTX Plus Pro,
Stanredtax,5,GTX Basic,
Blackzim,9,MG Special,
unknow,11,GTX Plus Basic,0.0
J-Texon,11,MG Advanced,
Bioholding,13,GTX Plus Pro,
Cancity,14,GTX Plus Basic,
Mathtouch,15,GTX Plus Basic,100.0
Plussunin,1,MG Special,
Inity,26,GTX Plus Pro,
Yearin,27,MG Advanced,
Plusstrip,28,MG Advanced,
Cheers,6,GTX Plus Basic,
Goodsilron,7,GTX Basic,
Bubba Gump,15,GTXPro,
Donware,17,GTXPro,
Domzoom,18,GTX Plus Pro,
Bioplex,20,MG Special,
Donquadtech,20,MG Special,100.0
Newex,22,GTX Basic,99.0
Sumace,1,GTXPro,
Massive Dynamic,12,GTXPro,
Opentech,25,GTX Plus Basic,
Cancity,26,GTXPro,
Xx-holding,28,GTK 500,
Funholding,5,GTX Plus Basic,
Konex,6,GTX Basic,99.0
Scotfind,7,GTX Basic,
Blackzim,11,GTX Plus Pro,
Funholding,13,MG Special,1.0
Mathtouch,1,GTX Plus Basic,
Rangreen,23,MG Advanced,
Gekko & Co,25,GTX Basic,
Funholding,26,GTX Basic,
Kan-code,27,GTX Plus Pro,
Toughzap,5,GTX Basic,
Lexiqvolax,11,MG Advanced,
Isdom,14,GTX Basic,
Finjob,19,GTXPro,
Rundofase,0,MG Special,
unknow,12,GTX Plus Basic,0.0
Yearin,24,GTXPro,
Goodsilron,6,GTX Basic,
Kan-code,7,GTX Basic,
Stanredtax,13,GTX Plus Pro,
Streethex,13,MG Advanced,
unknow,20,MG Special,
Umbrella Corporation,21,GTX Plus Pro,
Kan-code,12,MG Advanced,0.0
dambase,23,MG Special,
Massive Dynamic,24,MG Special,99.0
Bubba Gump,27,GTXPro,
Domzoom,2,GTX Plus Pro,
Lexiqvolax,4,GTX Plus Pro,99.0
Newex,7,GTX Basic,
Green-Plus,9,MG Advanced,
Cheers,11,GTX Basic,
Faxquote,19,MG Advanced,
Sumace,21,GTXPro,
Yearin,12,GTX Basic,
Konex,24,GTXPro,
Rantouch,11,GTX Plus Basic,
Yearin,15,GTXPro,
Kan-code,20,MG Special,
Goodsilron,22,GTX Basic,
Donquadtech,24,GTX Basic,
Warephase,7,GTX Plus Basic,
Sonron,7,GTX Basic,94.0
Ron-tech,10,MG Advanced,
Toughzap,14,MG Special,
Dalttechnology,16,MG Special,97.0
unknow,19,MG Special,
Kan-code,20,MG Special,53.0
Ganjaflex,12,GTX Plus Basic,
Acme Corporation,25,GTXPro,
Codehow,26,GTXPro,
Blackzim,28,MG Special,
Konex,4,GTX Plus Basic,
Labdrill,6,GTX Plus Basic,
Newex,7,GTXPro,
Golddex,9,MG Advanced,4.0
Gekko & Co,20,MG Advanced,100.0
Zencorporation,21,GTXPro,100.0
Genco Pura Olive Oil Company,0,MG Advanced,
Donquadtech,12,MG Special,
Warephase,26,GTX Basic,
Hatfan,4,GTX Plus Pro,
Konmatfix,13,GTX Plus Basic,
Kan-code,19,GTX Plus Pro,1.0
Yearin,20,GTX Plus Basic,0.0
Umbrella Corporation,21,GTXPro,100.0
dambase,0,MG Advanced,96.0
Sumace,24,GTX Plus Pro,
Opentech,24,GTX Plus Basic,
Isdom,26,MG Advanced,
Stanredtax,2,GTX Basic,
Faxquote,6,GTX Plus Basic,
Sunnamplex,6,GTX Basic,
Rundofase,18,MG Special,
Cancity,18,MG Advanced,
Massive Dynamic,20,MG Advanced,
Genco Pura Olive Oil Company,26,GTXPro,
J-Texon,3,GTX Plus Basic,
Bluth Company,15,MG Advanced,
unknow,16,MG Special,
Inity,22,GTX Basic,
Gekko & Co,27,GTX Plus Basic,
Goodsilron,3,GTX Plus Pro,
Cheers,6,GTX Basic,
Xx-holding,11,GTX Plus Pro,
Domzoom,14,GTX Basic,
Hatfan,19,MG Advanced,
