Patient ID,Specialty,Referral Source,Engagement History,Website Interactions,Lead Source,Conversion Probability,Lead Score
L92979,Neurology,Digital Ad,Visited website 8 times,Visited 4 pages,Referral,40.0,60.01
L55134,Orthopedics,Word of Mouth,Visited website 4 times,Visited 3 pages,Organic Search,71.0,56.37
L35874,Orthopedics,Digital Ad,Visited website 6 times,Visited 3 pages,Referral,72.0,59.91
L11301,Pediatrics,Doctor Referral,Visited website 6 times,Visited 3 pages,Digital Ad,63.0,35.28
L68017,Orthopedics,Doctor Referral,Visited website 5 times,Visited 3 pages,Organic Search,69.0,67.23
L53319,Cardiology,Doctor Referral,Visited website 5 times,Visited 1 pages,Digital Ad,61.0,70.71
L99616,Orthopedics,Doctor Referral,Visited website 7 times,Visited 1 pages,Referral,55.0,55.66
L96219,Pediatrics,Digital Ad,Visited website 9 times,Visited 2 pages,Organic Search,69.0,46.24
L32455,Neurology,Word of Mouth,Visited website 7 times,Visited 3 pages,Organic Search,66.0,68.92
L14112,Orthopedics,Doctor Referral,Visited website 4 times,Visited 4 pages,Referral,45.0,51.05
L67033,Neurology,Digital Ad,Visited website 2 times,Visited 2 pages,Digital Ad,41.0,43.06
L68360,Cardiology,Doctor Referral,Visited website 4 times,Visited 2 pages,Digital Ad,68.0,73.94
L92418,Neurology,Doctor Referral,Visited website 3 times,Visited 1 pages,Digital Ad,35.0,45.42
L42145,Orthopedics,Word of Mouth,Visited website 9 times,Visited 2 pages,Referral,43.0,44.5
L42735,Neurology,Word of Mouth,Visited website 9 times,Visited 2 pages,Digital Ad,30.0,43.63
L82781,Pediatrics,Word of Mouth,Visited website 6 times,Visited 2 pages,Organic Search,33.0,19.92
L77641,Pediatrics,Doctor Referral,Visited website 3 times,Visited 4 pages,Digital Ad,72.0,36.35
L31711,Cardiology,Doctor Referral,Visited website 3 times,Visited 1 pages,Referral,35.0,60.78
L15630,Pediatrics,Doctor Referral,Visited website 8 times,Visited 4 pages,Organic Search,56.0,46.9
L75488,Orthopedics,Digital Ad,Visited website 8 times,Visited 3 pages,Digital Ad,54.0,49.56
L13206,Cardiology,Doctor Referral,Visited website 6 times,Visited 3 pages,Digital Ad,43.0,67.03
L66289,Orthopedics,Digital Ad,Visited website 8 times,Visited 3 pages,Referral,56.0,55.61
L28953,Cardiology,Doctor Referral,Visited website 9 times,Visited 1 pages,Digital Ad,51.0,72.25
L20068,Pediatrics,Word of Mouth,Visited website 7 times,Visited 2 pages,Referral,63.0,30.16
L88930,Pediatrics,Doctor Referral,Visited website 6 times,Visited 4 pages,Digital Ad,63.0,36.82
L65916,Orthopedics,Word of Mouth,Visited website 2 times,Visited 1 pages,Referral,71.0,45.11
L11067,Cardiology,Digital Ad,Visited website 6 times,Visited 2 pages,Referral,63.0,74.71
L60658,Pediatrics,Doctor Referral,Visited website 6 times,Visited 2 pages,Digital Ad,41.0,23.6
L62165,Pediatrics,Digital Ad,Visited website 3 times,Visited 3 pages,Referral,45.0,22.38
L90781,Cardiology,Doctor Referral,Visited website 8 times,Visited 1 pages,Organic Search,63.0,86.48
L19859,Neurology,Word of Mouth,Visited website 2 times,Visited 1 pages,Referral,44.0,42.91
L39164,Neurology,Doctor Referral,Visited website 4 times,Visited 4 pages,Referral,32.0,55.3
L90913,Pediatrics,Digital Ad,Visited website 5 times,Visited 1 pages,Referral,77.0,37.12
L30773,Orthopedics,Digital Ad,Visited website 5 times,Visited 2 pages,Referral,64.0,53.15
L67295,Orthopedics,Digital Ad,Visited website 7 times,Visited 3 pages,Organic Search,49.0,55.97
L43939,Cardiology,Doctor Referral,Visited website 1 times,Visited 3 pages,Organic Search,45.0,70.51
L58599,Neurology,Word of Mouth,Visited website 3 times,Visited 1 pages,Organic Search,42.0,48.64
L16114,Orthopedics,Word of Mouth,Visited website 9 times,Visited 1 pages,Organic Search,37.0,45.31
L22818,Neurology,Digital Ad,Visited website 7 times,Visited 3 pages,Referral,46.0,59.7
L19335,Pediatrics,Word of Mouth,Visited website 1 times,Visited 1 pages,Digital Ad,49.0,7.83
L65008,Orthopedics,Digital Ad,Visited website 2 times,Visited 2 pages,Digital Ad,53.0,38.35
L81745,Neurology,Doctor Referral,Visited website 2 times,Visited 1 pages,Organic Search,79.0,74.4
L53148,Orthopedics,Word of Mouth,Visited website 5 times,Visited 2 pages,Digital Ad,31.0,27.7
L13577,Neurology,Doctor Referral,Visited website 8 times,Visited 3 pages,Digital Ad,47.0,61.7
L83916,Cardiology,Doctor Referral,Visited website 3 times,Visited 2 pages,Referral,34.0,61.85
L14076,Orthopedics,Doctor Referral,Visited website 8 times,Visited 1 pages,Digital Ad,37.0,43.78
L42925,Neurology,Doctor Referral,Visited website 8 times,Visited 3 pages,Organic Search,65.0,80.24
L61869,Cardiology,Word of Mouth,Visited website 5 times,Visited 3 pages,Digital Ad,67.0,66.31
L69314,Orthopedics,Word of Mouth,Visited website 4 times,Visited 1 pages,Organic Search,73.0,54.22
L51205,Neurology,Word of Mouth,Visited website 8 times,Visited 3 pages,Digital Ad,56.0,55.61
L21095,Orthopedics,Word of Mouth,Visited website 5 times,Visited 4 pages,Referral,43.0,41.42
L94715,Orthopedics,Doctor Referral,Visited website 7 times,Visited 3 pages,Referral,53.0,57.81
L66680,Cardiology,Word of Mouth,Visited website 4 times,Visited 3 pages,Referral,50.0,62.06
L38400,Orthopedics,Digital Ad,Visited website 9 times,Visited 4 pages,Organic Search,47.0,59.65
L94297,Neurology,Doctor Referral,Visited website 5 times,Visited 1 pages,Digital Ad,35.0,48.49
L77346,Orthopedics,Doctor Referral,Visited website 4 times,Visited 3 pages,Digital Ad,34.0,39.32
L97110,Orthopedics,Word of Mouth,Visited website 7 times,Visited 2 pages,Organic Search,41.0,45.62
L38562,Cardiology,Word of Mouth,Visited website 8 times,Visited 3 pages,Digital Ad,41.0,58.93
L50663,Cardiology,Digital Ad,Visited website 3 times,Visited 1 pages,Digital Ad,77.0,69.89
L28510,Neurology,Doctor Referral,Visited website 7 times,Visited 2 pages,Referral,55.0,67.43
L71608,Pediatrics,Word of Mouth,Visited website 1 times,Visited 2 pages,Digital Ad,66.0,17.2
L82489,Cardiology,Digital Ad,Visited website 4 times,Visited 3 pages,Digital Ad,46.0,60.22
L62182,Cardiology,Word of Mouth,Visited website 6 times,Visited 1 pages,Referral,37.0,56.07
L97667,Neurology,Word of Mouth,Visited website 5 times,Visited 3 pages,Digital Ad,32.0,39.94
L36883,Pediatrics,Doctor Referral,Visited website 4 times,Visited 1 pages,Digital Ad,40.0,18.54
L81427,Orthopedics,Doctor Referral,Visited website 7 times,Visited 3 pages,Referral,64.0,62.88
L45844,Orthopedics,Doctor Referral,Visited website 3 times,Visited 2 pages,Digital Ad,65.0,50.54
L28728,Orthopedics,Doctor Referral,Visited website 2 times,Visited 4 pages,Organic Search,63.0,61.39
L21094,Neurology,Doctor Referral,Visited website 5 times,Visited 4 pages,Referral,79.0,78.49
L12407,Neurology,Word of Mouth,Visited website 3 times,Visited 2 pages,Referral,61.0,53.81
L65412,Neurology,Word of Mouth,Visited website 9 times,Visited 3 pages,Organic Search,39.0,59.55
L22644,Cardiology,Doctor Referral,Visited website 1 times,Visited 1 pages,Organic Search,52.0,70.66
L95834,Neurology,Digital Ad,Visited website 8 times,Visited 1 pages,Organic Search,73.0,75.73
L70746,Pediatrics,Word of Mouth,Visited website 7 times,Visited 1 pages,Referral,72.0,32.77
L62748,Cardiology,Word of Mouth,Visited website 8 times,Visited 3 pages,Organic Search,51.0,73.78
L69021,Orthopedics,Doctor Referral,Visited website 9 times,Visited 2 pages,Digital Ad,60.0,57.45
L72651,Cardiology,Digital Ad,Visited website 7 times,Visited 1 pages,Referral,58.0,72.4
L46807,Cardiology,Digital Ad,Visited website 5 times,Visited 1 pages,Digital Ad,45.0,58.22
L44072,Cardiology,Doctor Referral,Visited website 1 times,Visited 4 pages,Referral,61.0,74.3
L48398,Neurology,Digital Ad,Visited website 3 times,Visited 3 pages,Organic Search,30.0,51.31
L38669,Pediatrics,Digital Ad,Visited website 4 times,Visited 4 pages,Referral,63.0,33.74
L40161,Neurology,Word of Mouth,Visited website 2 times,Visited 2 pages,Referral,68.0,55.5
L17282,Orthopedics,Doctor Referral,Visited website 1 times,Visited 4 pages,Digital Ad,60.0,48.23
L36539,Cardiology,Doctor Referral,Visited website 5 times,Visited 3 pages,Digital Ad,65.0,75.63
L13307,Cardiology,Word of Mouth,Visited website 8 times,Visited 4 pages,Referral,30.0,60.52
L27745,Cardiology,Word of Mouth,Visited website 3 times,Visited 1 pages,Referral,73.0,68.05
L49433,Pediatrics,Doctor Referral,Visited website 6 times,Visited 4 pages,Organic Search,65.0,47.98
L44555,Cardiology,Word of Mouth,Visited website 2 times,Visited 4 pages,Referral,56.0,63.29
L11073,Neurology,Doctor Referral,Visited website 5 times,Visited 3 pages,Digital Ad,45.0,56.17
L42683,Pediatrics,Doctor Referral,Visited website 6 times,Visited 2 pages,Digital Ad,31.0,19.0
L35741,Pediatrics,Digital Ad,Visited website 6 times,Visited 2 pages,Digital Ad,62.0,28.16
L32286,Cardiology,Digital Ad,Visited website 5 times,Visited 2 pages,Digital Ad,71.0,71.74
L13599,Pediatrics,Digital Ad,Visited website 8 times,Visited 1 pages,Referral,39.0,24.22
L37293,Neurology,Doctor Referral,Visited website 8 times,Visited 2 pages,Organic Search,58.0,75.47
L25389,Orthopedics,Digital Ad,Visited website 4 times,Visited 2 pages,Referral,47.0,43.78
L22318,Orthopedics,Word of Mouth,Visited website 8 times,Visited 2 pages,Organic Search,30.0,42.09
L58875,Pediatrics,Doctor Referral,Visited website 8 times,Visited 3 pages,Digital Ad,45.0,30.06
L13055,Neurology,Word of Mouth,Visited website 2 times,Visited 4 pages,Digital Ad,46.0,43.32
L92579,Pediatrics,Doctor Referral,Visited website 3 times,Visited 1 pages,Referral,66.0,34.1
L16320,Neurology,Digital Ad,Visited website 4 times,Visited 4 pages,Organic Search,71.0,73.27
L14642,Cardiology,Doctor Referral,Visited website 9 times,Visited 1 pages,Organic Search,48.0,81.11
L19321,Cardiology,Word of Mouth,Visited website 7 times,Visited 2 pages,Organic Search,55.0,72.56
L89968,Cardiology,Word of Mouth,Visited website 5 times,Visited 4 pages,Organic Search,62.0,75.78
L98293,Cardiology,Digital Ad,Visited website 3 times,Visited 4 pages,Organic Search,79.0,85.66
L69618,Orthopedics,Digital Ad,Visited website 3 times,Visited 3 pages,Organic Search,36.0,43.83
L36044,Cardiology,Word of Mouth,Visited website 5 times,Visited 3 pages,Organic Search,47.0,67.33
L31971,Cardiology,Doctor Referral,Visited website 9 times,Visited 3 pages,Organic Search,61.0,90.17
L35727,Neurology,Word of Mouth,Visited website 6 times,Visited 1 pages,Referral,32.0,43.52
L32559,Pediatrics,Word of Mouth,Visited website 9 times,Visited 3 pages,Organic Search,41.0,29.75
L83820,Orthopedics,Digital Ad,Visited website 4 times,Visited 3 pages,Referral,43.0,43.47
L93201,Neurology,Digital Ad,Visited website 8 times,Visited 4 pages,Organic Search,73.0,80.34
L37476,Pediatrics,Digital Ad,Visited website 4 times,Visited 1 pages,Referral,43.0,19.92
L72683,Cardiology,Doctor Referral,Visited website 6 times,Visited 3 pages,Referral,41.0,71.22
L20991,Pediatrics,Doctor Referral,Visited website 1 times,Visited 3 pages,Referral,54.0,28.57
L95097,Orthopedics,Doctor Referral,Visited website 9 times,Visited 1 pages,Referral,47.0,55.04
L80047,Cardiology,Digital Ad,Visited website 8 times,Visited 2 pages,Digital Ad,64.0,73.12
L20796,Cardiology,Word of Mouth,Visited website 4 times,Visited 4 pages,Digital Ad,74.0,69.53
L13881,Pediatrics,Digital Ad,Visited website 3 times,Visited 4 pages,Referral,64.0,32.67
L25668,Orthopedics,Doctor Referral,Visited website 6 times,Visited 2 pages,Referral,78.0,66.26
L44312,Neurology,Word of Mouth,Visited website 4 times,Visited 4 pages,Referral,67.0,61.19
L38106,Pediatrics,Doctor Referral,Visited website 1 times,Visited 2 pages,Organic Search,60.0,34.92
L25729,Pediatrics,Digital Ad,Visited website 1 times,Visited 1 pages,Organic Search,30.0,14.44
L80320,Neurology,Doctor Referral,Visited website 9 times,Visited 3 pages,Organic Search,56.0,77.62
L64913,Cardiology,Doctor Referral,Visited website 7 times,Visited 3 pages,Referral,46.0,75.06
L67026,Pediatrics,Word of Mouth,Visited website 8 times,Visited 2 pages,Organic Search,76.0,42.81
L69402,Neurology,Doctor Referral,Visited website 4 times,Visited 1 pages,Organic Search,54.0,65.95
L47282,Pediatrics,Doctor Referral,Visited website 1 times,Visited 1 pages,Digital Ad,40.0,13.93
L84638,Orthopedics,Doctor Referral,Visited website 6 times,Visited 4 pages,Referral,30.0,47.21
L48218,Pediatrics,Word of Mouth,Visited website 6 times,Visited 2 pages,Referral,33.0,14.8
L27950,Neurology,Digital Ad,Visited website 9 times,Visited 4 pages,Digital Ad,68.0,69.33
L69739,Pediatrics,Digital Ad,Visited website 3 times,Visited 3 pages,Referral,30.0,15.46
L14507,Pediatrics,Digital Ad,Visited website 2 times,Visited 3 pages,Digital Ad,70.0,27.24
L56303,Pediatrics,Doctor Referral,Visited website 5 times,Visited 2 pages,Organic Search,54.0,38.3
L89059,Orthopedics,Doctor Referral,Visited website 5 times,Visited 4 pages,Referral,76.0,66.87
L34667,Orthopedics,Word of Mouth,Visited website 6 times,Visited 4 pages,Referral,54.0,48.03
L13992,Orthopedics,Digital Ad,Visited website 1 times,Visited 2 pages,Referral,40.0,35.94
L83563,Cardiology,Word of Mouth,Visited website 7 times,Visited 4 pages,Organic Search,70.0,82.54
L97680,Orthopedics,Word of Mouth,Visited website 9 times,Visited 2 pages,Organic Search,69.0,61.6
L35530,Pediatrics,Doctor Referral,Visited website 7 times,Visited 1 pages,Referral,50.0,32.87
L25305,Pediatrics,Digital Ad,Visited website 1 times,Visited 3 pages,Digital Ad,39.0,11.42
L62129,Orthopedics,Doctor Referral,Visited website 3 times,Visited 1 pages,Referral,31.0,38.45
L97267,Neurology,Word of Mouth,Visited website 2 times,Visited 4 pages,Organic Search,44.0,52.64
L96209,Cardiology,Digital Ad,Visited website 3 times,Visited 4 pages,Referral,60.0,71.79
L62044,Pediatrics,Word of Mouth,Visited website 7 times,Visited 4 pages,Referral,46.0,25.4
L99363,Neurology,Word of Mouth,Visited website 1 times,Visited 1 pages,Organic Search,43.0,46.03
L68817,Orthopedics,Digital Ad,Visited website 2 times,Visited 2 pages,Referral,73.0,52.69
L56666,Pediatrics,Doctor Referral,Visited website 1 times,Visited 1 pages,Digital Ad,57.0,21.76
L36173,Cardiology,Word of Mouth,Visited website 8 times,Visited 2 pages,Digital Ad,59.0,65.69
L28909,Neurology,Word of Mouth,Visited website 1 times,Visited 4 pages,Digital Ad,47.0,42.24
L73967,Neurology,Digital Ad,Visited website 5 times,Visited 4 pages,Referral,68.0,68.31
L41007,Cardiology,Digital Ad,Visited website 3 times,Visited 1 pages,Digital Ad,74.0,68.51
L22985,Cardiology,Word of Mouth,Visited website 5 times,Visited 4 pages,Referral,71.0,74.81
L32525,Orthopedics,Digital Ad,Visited website 7 times,Visited 2 pages,Digital Ad,53.0,46.03
L47403,Neurology,Digital Ad,Visited website 5 times,Visited 3 pages,Organic Search,51.0,64.06
L47193,Neurology,Doctor Referral,Visited website 7 times,Visited 1 pages,Organic Search,71.0,78.39
L13830,Pediatrics,Doctor Referral,Visited website 5 times,Visited 4 pages,Referral,41.0,30.26
L66144,Neurology,Doctor Referral,Visited website 2 times,Visited 4 pages,Referral,48.0,59.6
L10533,Cardiology,Digital Ad,Visited website 3 times,Visited 1 pages,Digital Ad,63.0,63.44
L30946,Orthopedics,Digital Ad,Visited website 2 times,Visited 4 pages,Digital Ad,60.0,44.65
L33504,Orthopedics,Digital Ad,Visited website 9 times,Visited 4 pages,Digital Ad,78.0,63.7
L65715,Neurology,Doctor Referral,Visited website 3 times,Visited 4 pages,Referral,58.0,65.75
L38255,Neurology,Doctor Referral,Visited website 9 times,Visited 4 pages,Organic Search,54.0,78.24
L66441,Orthopedics,Digital Ad,Visited website 7 times,Visited 1 pages,Organic Search,77.0,65.8
L46855,Cardiology,Doctor Referral,Visited website 3 times,Visited 2 pages,Digital Ad,67.0,71.94
L51721,Pediatrics,Doctor Referral,Visited website 7 times,Visited 4 pages,Referral,39.0,32.41
L51850,Orthopedics,Digital Ad,Visited website 9 times,Visited 2 pages,Digital Ad,38.0,42.19
L44723,Cardiology,Digital Ad,Visited website 5 times,Visited 4 pages,Digital Ad,41.0,60.98
L45739,Pediatrics,Digital Ad,Visited website 5 times,Visited 1 pages,Referral,59.0,28.83
L15539,Cardiology,Doctor Referral,Visited website 2 times,Visited 1 pages,Digital Ad,52.0,61.96
L83029,Cardiology,Word of Mouth,Visited website 2 times,Visited 1 pages,Referral,75.0,67.43
L74509,Neurology,Doctor Referral,Visited website 3 times,Visited 4 pages,Digital Ad,75.0,68.46
L31311,Pediatrics,Word of Mouth,Visited website 4 times,Visited 1 pages,Referral,33.0,10.19
L79180,Pediatrics,Doctor Referral,Visited website 6 times,Visited 3 pages,Referral,62.0,39.94
L95981,Pediatrics,Word of Mouth,Visited website 3 times,Visited 2 pages,Referral,39.0,12.95
L45934,Orthopedics,Digital Ad,Visited website 7 times,Visited 2 pages,Digital Ad,40.0,40.04
L19511,Cardiology,Doctor Referral,Visited website 8 times,Visited 3 pages,Organic Search,51.0,84.02
L10183,Orthopedics,Word of Mouth,Visited website 6 times,Visited 1 pages,Referral,45.0,39.27
L19475,Cardiology,Digital Ad,Visited website 9 times,Visited 3 pages,Digital Ad,59.0,73.89
L94766,Neurology,Doctor Referral,Visited website 7 times,Visited 2 pages,Digital Ad,51.0,60.47
L73130,Orthopedics,Doctor Referral,Visited website 7 times,Visited 2 pages,Referral,49.0,54.43
L69577,Cardiology,Digital Ad,Visited website 4 times,Visited 2 pages,Digital Ad,46.0,58.68
L36008,Cardiology,Word of Mouth,Visited website 6 times,Visited 2 pages,Referral,51.0,64.06
L86868,Cardiology,Digital Ad,Visited website 1 times,Visited 3 pages,Organic Search,43.0,64.46
L57941,Cardiology,Doctor Referral,Visited website 7 times,Visited 1 pages,Referral,46.0,71.99
L52756,Cardiology,Word of Mouth,Visited website 9 times,Visited 2 pages,Organic Search,40.0,68.71
L80258,Neurology,Doctor Referral,Visited website 3 times,Visited 3 pages,Organic Search,41.0,61.5
L90730,Orthopedics,Doctor Referral,Visited website 2 times,Visited 1 pages,Digital Ad,55.0,42.86
L37912,Neurology,Doctor Referral,Visited website 3 times,Visited 1 pages,Digital Ad,41.0,48.18
L92702,Pediatrics,Word of Mouth,Visited website 9 times,Visited 1 pages,Referral,41.0,21.56
L60659,Neurology,Doctor Referral,Visited website 4 times,Visited 3 pages,Organic Search,34.0,59.81
L56840,Orthopedics,Word of Mouth,Visited website 9 times,Visited 1 pages,Referral,63.0,52.18
L91512,Neurology,Word of Mouth,Visited website 9 times,Visited 3 pages,Organic Search,63.0,70.61
L48623,Pediatrics,Digital Ad,Visited website 7 times,Visited 1 pages,Referral,41.0,23.6
L73303,Cardiology,Digital Ad,Visited website 6 times,Visited 1 pages,Referral,79.0,80.54
L56062,Orthopedics,Word of Mouth,Visited website 9 times,Visited 2 pages,Digital Ad,68.0,50.9
L66690,Orthopedics,Doctor Referral,Visited website 3 times,Visited 4 pages,Organic Search,44.0,54.17
L87582,Neurology,Word of Mouth,Visited website 2 times,Visited 1 pages,Referral,39.0,40.6
L33634,Orthopedics,Digital Ad,Visited website 7 times,Visited 2 pages,Organic Search,71.0,64.57
